ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,Timestamp
16522,Others-CCCPS98,3103,26.14749998,91.72797778,763,cycle,low,4,0,18-11-2016 10:01
4715,BHMMBMMBX01,687,20.0000347,78.00000286,387,car,low,3,0,18-11-2016 10:27
12587,Others-CCCPS135a,3883,26.14749943,91.72800489,2822,truck,low,4,0,18-11-2016 10:27
9963,Others-CCCPS105a,2009,26.14747299,91.72804914,957,car,average,5,0,18-11-2016 10:27
7339,BHMNCPNST01,485,26.14004753,91.73097233,233,bike,average,4,0,18-11-2016 10:27
3403,BHMEURBRD01,470,26.14901995,91.7395035,368,cycle,low,3,0,18-11-2016 10:27
13899,Others-CCCPS202,2937,26.14749053,91.72799688,1044,cycle,average,4,0,18-11-2016 10:27
16523,Others-CCCPS98,3103,26.14749998,91.72797778,825,car,low,3,0,18-11-2016 10:27
15211,Others-CCCPS8,1322,26.14754886,91.72799519,570,bike,low,3,0,18-11-2016 10:27
11275,Others-CCCPS119a,2803,26.14754061,91.72797041,474,cycle,low,4,0,18-11-2016 10:27
779,BHMBCCMKT01,577,26.14453614,91.73617216,157,bike,average,4,0,18-11-2016 10:27
17835,Shopping,1920,26.15050395,91.73353109,1303,cycle,low,4,0,18-11-2016 10:27
2091,BHMBCCTHL01,387,26.14449459,91.73620513,269,car,low,3,0,18-11-2016 10:27
6027,BHMNCPHST01,1200,26.14001386,91.73099967,667,car,average,4,0,18-11-2016 10:27
8651,Broad Street,690,26.13795775,91.74099445,542,bike,average,4,0,18-11-2016 10:27
9964,Others-CCCPS105a,2009,26.14747299,91.72804914,1035,car,average,6,0,18-11-2016 11:01
11276,Others-CCCPS119a,2803,26.14754061,91.72797041,531,car,average,6,0,18-11-2016 11:01
2092,BHMBCCTHL01,387,26.14449459,91.73620513,297,truck,average,5,0,18-11-2016 11:01
8652,Broad Street,690,26.13795775,91.74099445,582,car,average,6,0,18-11-2016 11:01
4716,BHMMBMMBX01,687,20.0000347,78.00000286,429,car,average,6,0,18-11-2016 11:01
15212,Others-CCCPS8,1322,26.14754886,91.72799519,606,bike,high,8,0,18-11-2016 11:01
16524,Others-CCCPS98,3103,26.14749998,91.72797778,890,bike,high,8,0,18-11-2016 11:01
12588,Others-CCCPS135a,3883,26.14749943,91.72800489,2938,car,average,6,0,18-11-2016 11:01
3404,BHMEURBRD01,470,26.14901995,91.7395035,401,truck,average,5,0,18-11-2016 11:01
17836,Shopping,1920,26.15050395,91.73353109,1341,car,high,9,0,18-11-2016 11:01
780,BHMBCCMKT01,577,26.14453614,91.73617216,194,car,average,5,0,18-11-2016 11:01
7340,BHMNCPNST01,485,26.14004753,91.73097233,227,car,average,4,0,18-11-2016 11:01
13900,Others-CCCPS202,2937,26.14749053,91.72799688,1102,car,average,6,0,18-11-2016 11:01
6028,BHMNCPHST01,1200,26.14001386,91.73099967,699,bike,average,5,0,18-11-2016 11:01
16525,Others-CCCPS98,3103,26.14749998,91.72797778,929,car,average,5,0,18-11-2016 11:34
4717,BHMMBMMBX01,687,20.0000347,78.00000286,441,truck,average,6,0,18-11-2016 11:34
13901,Others-CCCPS202,2937,26.14749053,91.72799688,1145,car,average,6,0,18-11-2016 11:34
17837,Shopping,1920,26.15050395,91.73353109,1368,car,high,9,0,18-11-2016 11:34
9965,Others-CCCPS105a,2009,26.14747299,91.72804914,1084,car,high,9,0,18-11-2016 11:34
12589,Others-CCCPS135a,3883,26.14749943,91.72800489,2974,car,average,7,0,18-11-2016 11:34
7341,BHMNCPNST01,485,26.14004753,91.73097233,236,car,average,5,0,18-11-2016 11:34
781,BHMBCCMKT01,577,26.14453614,91.73617216,197,car,average,4,0,18-11-2016 11:34
15213,Others-CCCPS8,1322,26.14754886,91.72799519,643,bike,average,6,0,18-11-2016 11:34
6029,BHMNCPHST01,1200,26.14001386,91.73099967,714,car,high,8,0,18-11-2016 11:34
8653,Broad Street,690,26.13795775,91.74099445,589,car,average,5,0,18-11-2016 11:34
11277,Others-CCCPS119a,2803,26.14754061,91.72797041,572,truck,high,8,0,18-11-2016 11:34
2093,BHMBCCTHL01,387,26.14449459,91.73620513,320,car,average,5,0,18-11-2016 11:34
3405,BHMEURBRD01,470,26.14901995,91.7395035,408,car,average,4,0,18-11-2016 11:34
7342,BHMNCPNST01,485,26.14004753,91.73097233,231,cycle,high,7,0,18-11-2016 12:01
13902,Others-CCCPS202,2937,26.14749053,91.72799688,1176,car,high,9,0,18-11-2016 12:01
3406,BHMEURBRD01,470,26.14901995,91.7395035,420,car,high,8,0,18-11-2016 12:01
4718,BHMMBMMBX01,687,20.0000347,78.00000286,461,bike,high,8,0,18-11-2016 12:01
2094,BHMBCCTHL01,387,26.14449459,91.73620513,342,car,high,8,0,18-11-2016 12:01
15214,Others-CCCPS8,1322,26.14754886,91.72799519,659,bike,high,9,0,18-11-2016 12:01
11278,Others-CCCPS119a,2803,26.14754061,91.72797041,604,car,high,9,0,18-11-2016 12:01
782,BHMBCCMKT01,577,26.14453614,91.73617216,205,car,high,7,0,18-11-2016 12:01
17838,Shopping,1920,26.15050395,91.73353109,1377,car,high,10,0,18-11-2016 12:01
12590,Others-CCCPS135a,3883,26.14749943,91.72800489,2996,car,high,10,0,18-11-2016 12:01
9966,Others-CCCPS105a,2009,26.14747299,91.72804914,1120,bike,high,9,0,18-11-2016 12:01
8654,Broad Street,690,26.13795775,91.74099445,603,bike,average,6,0,18-11-2016 12:01
6030,BHMNCPHST01,1200,26.14001386,91.73099967,722,bike,high,8,0,18-11-2016 12:01
16526,Others-CCCPS98,3103,26.14749998,91.72797778,954,bike,high,9,0,18-11-2016 12:01
3407,BHMEURBRD01,470,26.14901995,91.7395035,419,car,high,8,0,18-11-2016 12:27
783,BHMBCCMKT01,577,26.14453614,91.73617216,193,car,high,7,0,18-11-2016 12:27
7343,BHMNCPNST01,485,26.14004753,91.73097233,230,car,high,7,0,18-11-2016 12:27
12591,Others-CCCPS135a,3883,26.14749943,91.72800489,2989,car,high,11,0,18-11-2016 12:27
9967,Others-CCCPS105a,2009,26.14747299,91.72804914,1175,bike,high,9,0,18-11-2016 12:27
6031,BHMNCPHST01,1200,26.14001386,91.73099967,718,truck,high,9,0,18-11-2016 12:27
4719,BHMMBMMBX01,687,20.0000347,78.00000286,466,car,high,8,0,18-11-2016 12:27
8655,Broad Street,690,26.13795775,91.74099445,604,car,high,8,0,18-11-2016 12:27
16527,Others-CCCPS98,3103,26.14749998,91.72797778,961,car,high,9,0,18-11-2016 12:27
15215,Others-CCCPS8,1322,26.14754886,91.72799519,709,car,high,9,0,18-11-2016 12:27
11279,Others-CCCPS119a,2803,26.14754061,91.72797041,656,car,high,8,0,18-11-2016 12:27
2095,BHMBCCTHL01,387,26.14449459,91.73620513,391,cycle,high,8,0,18-11-2016 12:27
13903,Others-CCCPS202,2937,26.14749053,91.72799688,1225,car,high,9,0,18-11-2016 12:27
17839,Shopping,1920,26.15050395,91.73353109,1375,car,high,10,0,18-11-2016 12:27
7344,BHMNCPNST01,485,26.14004753,91.73097233,225,car,high,7,0,18-11-2016 12:54
13904,Others-CCCPS202,2937,26.14749053,91.72799688,1213,bike,average,6,0,18-11-2016 13:01
784,BHMBCCMKT01,577,26.14453614,91.73617216,201,bike,high,7,0,18-11-2016 13:01
11280,Others-CCCPS119a,2803,26.14754061,91.72797041,645,car,high,8,0,18-11-2016 13:01
6032,BHMNCPHST01,1200,26.14001386,91.73099967,722,car,high,8,0,18-11-2016 13:01
8656,Broad Street,690,26.13795775,91.74099445,603,car,high,8,0,18-11-2016 13:01
3408,BHMEURBRD01,470,26.14901995,91.7395035,420,car,high,7,0,18-11-2016 13:01
2096,BHMBCCTHL01,387,26.14449459,91.73620513,383,bike,high,7,0,18-11-2016 13:01
16528,Others-CCCPS98,3103,26.14749998,91.72797778,952,bike,high,8,0,18-11-2016 13:01
4720,BHMMBMMBX01,687,20.0000347,78.00000286,463,car,high,8,0,18-11-2016 13:01
15216,Others-CCCPS8,1322,26.14754886,91.72799519,716,car,high,8,0,18-11-2016 13:01
17840,Shopping,1920,26.15050395,91.73353109,1353,bike,high,9,0,18-11-2016 13:01
12592,Others-CCCPS135a,3883,26.14749943,91.72800489,2959,car,high,9,0,18-11-2016 13:01
9968,Others-CCCPS105a,2009,26.14747299,91.72804914,1179,car,high,9,0,18-11-2016 13:01
17841,Shopping,1920,26.15050395,91.73353109,1374,car,high,9,0,18-11-2016 13:34
4721,BHMMBMMBX01,687,20.0000347,78.00000286,468,car,high,8,0,18-11-2016 13:34
6033,BHMNCPHST01,1200,26.14001386,91.73099967,743,car,high,8,0,18-11-2016 13:34
13905,Others-CCCPS202,2937,26.14749053,91.72799688,1210,car,high,8,0,18-11-2016 13:34
9969,Others-CCCPS105a,2009,26.14747299,91.72804914,1189,truck,high,8,0,18-11-2016 13:34
11281,Others-CCCPS119a,2803,26.14754061,91.72797041,656,bike,high,8,0,18-11-2016 13:34
15217,Others-CCCPS8,1322,26.14754886,91.72799519,721,car,high,8,0,18-11-2016 13:34
7345,BHMNCPNST01,485,26.14004753,91.73097233,225,cycle,high,6,0,18-11-2016 13:34
16529,Others-CCCPS98,3103,26.14749998,91.72797778,953,car,average,6,0,18-11-2016 13:34
8657,Broad Street,690,26.13795775,91.74099445,589,bike,high,8,0,18-11-2016 13:34
3409,BHMEURBRD01,470,26.14901995,91.7395035,411,car,high,8,0,18-11-2016 13:34
785,BHMBCCMKT01,577,26.14453614,91.73617216,217,truck,high,7,0,18-11-2016 13:34
2097,BHMBCCTHL01,387,26.14449459,91.73620513,396,cycle,high,7,0,18-11-2016 13:34
12593,Others-CCCPS135a,3883,26.14749943,91.72800489,2923,truck,high,11,0,18-11-2016 13:34
4722,BHMMBMMBX01,687,20.0000347,78.00000286,475,bike,average,4,0,18-11-2016 14:01
786,BHMBCCMKT01,577,26.14453614,91.73617216,213,car,average,4,0,18-11-2016 14:01
6034,BHMNCPHST01,1200,26.14001386,91.73099967,757,bike,average,4,0,18-11-2016 14:01
17842,Shopping,1920,26.15050395,91.73353109,1385,car,average,5,0,18-11-2016 14:01
16530,Others-CCCPS98,3103,26.14749998,91.72797778,950,bike,average,5,0,18-11-2016 14:01
7346,BHMNCPNST01,485,26.14004753,91.73097233,222,car,average,3,0,18-11-2016 14:01
2098,BHMBCCTHL01,387,26.14449459,91.73620513,386,car,average,3,0,18-11-2016 14:01
9970,Others-CCCPS105a,2009,26.14747299,91.72804914,1178,car,average,4,0,18-11-2016 14:01
12594,Others-CCCPS135a,3883,26.14749943,91.72800489,2917,bike,average,6,0,18-11-2016 14:01
11282,Others-CCCPS119a,2803,26.14754061,91.72797041,639,bike,high,6,0,18-11-2016 14:01
8658,Broad Street,690,26.13795775,91.74099445,590,car,average,4,0,18-11-2016 14:01
3410,BHMEURBRD01,470,26.14901995,91.7395035,413,car,average,4,0,18-11-2016 14:01
13906,Others-CCCPS202,2937,26.14749053,91.72799688,1198,car,average,5,0,18-11-2016 14:01
15218,Others-CCCPS8,1322,26.14754886,91.72799519,703,car,average,4,0,18-11-2016 14:01
8659,Broad Street,690,26.13795775,91.74099445,580,car,average,4,0,18-11-2016 14:28
9971,Others-CCCPS105a,2009,26.14747299,91.72804914,1160,car,average,5,0,18-11-2016 14:28
6035,BHMNCPHST01,1200,26.14001386,91.73099967,739,car,average,4,0,18-11-2016 14:28
16531,Others-CCCPS98,3103,26.14749998,91.72797778,928,bike,average,5,0,18-11-2016 14:28
11283,Others-CCCPS119a,2803,26.14754061,91.72797041,628,car,average,4,0,18-11-2016 14:28
7347,BHMNCPNST01,485,26.14004753,91.73097233,219,car,average,3,0,18-11-2016 14:28
12595,Others-CCCPS135a,3883,26.14749943,91.72800489,2856,car,average,5,0,18-11-2016 14:28
17843,Shopping,1920,26.15050395,91.73353109,1362,car,high,7,0,18-11-2016 14:28
4723,BHMMBMMBX01,687,20.0000347,78.00000286,464,bike,high,6,0,18-11-2016 14:28
2099,BHMBCCTHL01,387,26.14449459,91.73620513,383,bike,average,4,0,18-11-2016 14:28
15219,Others-CCCPS8,1322,26.14754886,91.72799519,696,car,average,5,0,18-11-2016 14:28
787,BHMBCCMKT01,577,26.14453614,91.73617216,196,car,high,5,0,18-11-2016 14:28
3411,BHMEURBRD01,470,26.14901995,91.7395035,404,car,average,4,0,18-11-2016 14:28
13907,Others-CCCPS202,2937,26.14749053,91.72799688,1185,cycle,average,5,0,18-11-2016 14:28
4724,BHMMBMMBX01,687,20.0000347,78.00000286,456,car,low,2,0,18-11-2016 15:01
6036,BHMNCPHST01,1200,26.14001386,91.73099967,701,bike,average,4,0,18-11-2016 15:01
15220,Others-CCCPS8,1322,26.14754886,91.72799519,670,car,low,3,0,18-11-2016 15:01
7348,BHMNCPNST01,485,26.14004753,91.73097233,213,car,low,2,0,18-11-2016 15:01
8660,Broad Street,690,26.13795775,91.74099445,564,car,low,3,0,18-11-2016 15:01
3412,BHMEURBRD01,470,26.14901995,91.7395035,399,car,low,3,0,18-11-2016 15:01
13908,Others-CCCPS202,2937,26.14749053,91.72799688,1156,bike,low,3,0,18-11-2016 15:01
788,BHMBCCMKT01,577,26.14453614,91.73617216,168,car,low,2,0,18-11-2016 15:01
11284,Others-CCCPS119a,2803,26.14754061,91.72797041,605,car,low,2,0,18-11-2016 15:01
17844,Shopping,1920,26.15050395,91.73353109,1303,cycle,low,2,0,18-11-2016 15:01
2100,BHMBCCTHL01,387,26.14449459,91.73620513,379,truck,average,3,0,18-11-2016 15:01
12596,Others-CCCPS135a,3883,26.14749943,91.72800489,2714,cycle,low,3,0,18-11-2016 15:01
9972,Others-CCCPS105a,2009,26.14747299,91.72804914,1126,car,low,3,0,18-11-2016 15:01
16532,Others-CCCPS98,3103,26.14749998,91.72797778,895,car,low,3,0,18-11-2016 15:01
4725,BHMMBMMBX01,687,20.0000347,78.00000286,442,car,low,1,0,18-11-2016 15:28
3413,BHMEURBRD01,470,26.14901995,91.7395035,387,car,low,2,0,18-11-2016 15:28
9973,Others-CCCPS105a,2009,26.14747299,91.72804914,1068,bike,low,3,0,18-11-2016 15:28
7349,BHMNCPNST01,485,26.14004753,91.73097233,197,car,low,3,0,18-11-2016 15:28
12597,Others-CCCPS135a,3883,26.14749943,91.72800489,2596,bike,low,3,0,18-11-2016 15:28
11285,Others-CCCPS119a,2803,26.14754061,91.72797041,576,cycle,low,2,0,18-11-2016 15:28
16533,Others-CCCPS98,3103,26.14749998,91.72797778,854,car,low,3,0,18-11-2016 15:28
13909,Others-CCCPS202,2937,26.14749053,91.72799688,1110,bike,average,4,0,18-11-2016 15:28
789,BHMBCCMKT01,577,26.14453614,91.73617216,164,truck,low,1,0,18-11-2016 15:28
15221,Others-CCCPS8,1322,26.14754886,91.72799519,626,truck,low,3,0,18-11-2016 15:28
2101,BHMBCCTHL01,387,26.14449459,91.73620513,361,car,low,2,0,18-11-2016 15:28
17845,Shopping,1920,26.15050395,91.73353109,1253,car,low,3,0,18-11-2016 15:28
8661,Broad Street,690,26.13795775,91.74099445,549,truck,low,2,0,18-11-2016 15:28
6037,BHMNCPHST01,1200,26.14001386,91.73099967,672,car,low,2,0,18-11-2016 15:28
12598,Others-CCCPS135a,3883,26.14749943,91.72800489,2399,car,low,3,0,18-11-2016 16:01
8662,Broad Street,690,26.13795775,91.74099445,512,truck,low,2,0,18-11-2016 16:01
9974,Others-CCCPS105a,2009,26.14747299,91.72804914,1022,car,low,3,0,18-11-2016 16:01
15222,Others-CCCPS8,1322,26.14754886,91.72799519,593,car,low,2,0,18-11-2016 16:01
7350,BHMNCPNST01,485,26.14004753,91.73097233,185,cycle,low,1,0,18-11-2016 16:01
17846,Shopping,1920,26.15050395,91.73353109,1159,car,average,3,0,18-11-2016 16:01
2102,BHMBCCTHL01,387,26.14449459,91.73620513,348,bike,low,2,0,18-11-2016 16:01
4726,BHMMBMMBX01,687,20.0000347,78.00000286,429,truck,low,2,0,18-11-2016 16:01
790,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,low,2,0,18-11-2016 16:01
16534,Others-CCCPS98,3103,26.14749998,91.72797778,820,car,low,2,0,18-11-2016 16:01
3414,BHMEURBRD01,470,26.14901995,91.7395035,355,car,low,2,0,18-11-2016 16:01
13910,Others-CCCPS202,2937,26.14749053,91.72799688,1045,car,low,2,0,18-11-2016 16:01
6038,BHMNCPHST01,1200,26.14001386,91.73099967,627,car,low,2,0,18-11-2016 16:01
11286,Others-CCCPS119a,2803,26.14754061,91.72797041,554,bike,low,2,0,18-11-2016 16:01
3415,BHMEURBRD01,470,26.14901995,91.7395035,333,car,average,2,0,18-11-2016 16:28
7351,BHMNCPNST01,485,26.14004753,91.73097233,172,bike,low,2,0,18-11-2016 16:28
17847,Shopping,1920,26.15050395,91.73353109,1050,cycle,average,3,0,18-11-2016 16:28
4727,BHMMBMMBX01,687,20.0000347,78.00000286,408,cycle,low,2,0,18-11-2016 16:28
791,BHMBCCMKT01,577,26.14453614,91.73617216,140,truck,average,2,0,18-11-2016 16:28
12599,Others-CCCPS135a,3883,26.14749943,91.72800489,2193,car,low,3,0,18-11-2016 16:28
9975,Others-CCCPS105a,2009,26.14747299,91.72804914,983,car,low,2,0,18-11-2016 16:28
16535,Others-CCCPS98,3103,26.14749998,91.72797778,766,car,low,2,0,18-11-2016 16:28
11287,Others-CCCPS119a,2803,26.14754061,91.72797041,529,car,low,2,0,18-11-2016 16:28
6039,BHMNCPHST01,1200,26.14001386,91.73099967,581,cycle,low,2,0,18-11-2016 16:28
13911,Others-CCCPS202,2937,26.14749053,91.72799688,997,bike,low,3,0,18-11-2016 16:28
15223,Others-CCCPS8,1322,26.14754886,91.72799519,575,car,low,2,0,18-11-2016 16:28
2103,BHMBCCTHL01,387,26.14449459,91.73620513,343,car,low,2,0,18-11-2016 16:28
8663,Broad Street,690,26.13795775,91.74099445,478,car,low,3,0,18-11-2016 16:28
6040,BHMNCPHST01,1200,26.14001386,91.73099967,113,bike,average,2,0,19-11-2016 07:51
2104,BHMBCCTHL01,387,26.14449459,91.73620513,107,car,average,1,0,19-11-2016 07:57
4728,BHMMBMMBX01,687,20.0000347,78.00000286,225,car,low,2,0,19-11-2016 07:57
792,BHMBCCMKT01,577,26.14453614,91.73617216,29,car,low,1,0,19-11-2016 07:57
17848,Shopping,1920,26.15050395,91.73353109,310,car,low,2,0,19-11-2016 07:57
9976,Others-CCCPS105a,2009,26.14747299,91.72804914,501,bike,average,3,0,19-11-2016 07:57
16536,Others-CCCPS98,3103,26.14749998,91.72797778,390,truck,low,2,0,19-11-2016 07:57
15224,Others-CCCPS8,1322,26.14754886,91.72799519,276,cycle,low,2,0,19-11-2016 07:57
12600,Others-CCCPS135a,3883,26.14749943,91.72800489,676,cycle,average,3,0,19-11-2016 07:57
3416,BHMEURBRD01,470,26.14901995,91.7395035,50,car,low,1,0,19-11-2016 07:57
8664,Broad Street,690,26.13795775,91.74099445,79,bike,low,1,0,19-11-2016 07:57
7352,BHMNCPNST01,485,26.14004753,91.73097233,162,car,low,1,0,19-11-2016 07:57
13912,Others-CCCPS202,2937,26.14749053,91.72799688,348,truck,low,2,0,19-11-2016 07:57
11288,Others-CCCPS119a,2803,26.14754061,91.72797041,110,car,low,1,0,19-11-2016 07:57
7353,BHMNCPNST01,485,26.14004753,91.73097233,173,cycle,low,2,0,19-11-2016 08:24
2105,BHMBCCTHL01,387,26.14449459,91.73620513,121,car,low,2,0,19-11-2016 08:31
13913,Others-CCCPS202,2937,26.14749053,91.72799688,374,bike,average,2,0,19-11-2016 08:31
12601,Others-CCCPS135a,3883,26.14749943,91.72800489,737,car,low,2,0,19-11-2016 08:31
3417,BHMEURBRD01,470,26.14901995,91.7395035,52,car,low,1,0,19-11-2016 08:31
9977,Others-CCCPS105a,2009,26.14747299,91.72804914,537,car,low,2,0,19-11-2016 08:31
793,BHMBCCMKT01,577,26.14453614,91.73617216,34,car,low,1,0,19-11-2016 08:31
4729,BHMMBMMBX01,687,20.0000347,78.00000286,233,car,average,2,0,19-11-2016 08:31
16537,Others-CCCPS98,3103,26.14749998,91.72797778,407,car,low,2,0,19-11-2016 08:31
8665,Broad Street,690,26.13795775,91.74099445,82,car,low,2,0,19-11-2016 08:31
11289,Others-CCCPS119a,2803,26.14754061,91.72797041,124,bike,low,2,0,19-11-2016 08:31
15225,Others-CCCPS8,1322,26.14754886,91.72799519,304,bike,low,2,0,19-11-2016 08:31
17849,Shopping,1920,26.15050395,91.73353109,349,car,low,1,0,19-11-2016 08:31
6041,BHMNCPHST01,1200,26.14001386,91.73099967,127,bike,average,2,0,19-11-2016 08:31
3418,BHMEURBRD01,470,26.14901995,91.7395035,62,car,low,1,0,19-11-2016 08:57
8666,Broad Street,690,26.13795775,91.74099445,97,car,low,1,0,19-11-2016 08:57
2106,BHMBCCTHL01,387,26.14449459,91.73620513,152,car,low,1,0,19-11-2016 08:57
15226,Others-CCCPS8,1322,26.14754886,91.72799519,352,car,low,2,0,19-11-2016 08:57
13914,Others-CCCPS202,2937,26.14749053,91.72799688,430,car,low,2,0,19-11-2016 08:57
6042,BHMNCPHST01,1200,26.14001386,91.73099967,167,car,low,2,0,19-11-2016 08:57
12602,Others-CCCPS135a,3883,26.14749943,91.72800489,847,car,low,2,0,19-11-2016 08:57
4730,BHMMBMMBX01,687,20.0000347,78.00000286,250,truck,low,1,0,19-11-2016 08:57
16538,Others-CCCPS98,3103,26.14749998,91.72797778,442,car,low,1,0,19-11-2016 08:57
9978,Others-CCCPS105a,2009,26.14747299,91.72804914,602,car,low,2,0,19-11-2016 08:57
794,BHMBCCMKT01,577,26.14453614,91.73617216,51,car,low,1,0,19-11-2016 08:57
17850,Shopping,1920,26.15050395,91.73353109,435,cycle,low,2,0,19-11-2016 08:57
7354,BHMNCPNST01,485,26.14004753,91.73097233,181,car,low,2,0,19-11-2016 08:57
11290,Others-CCCPS119a,2803,26.14754061,91.72797041,163,bike,low,2,0,19-11-2016 08:57
9979,Others-CCCPS105a,2009,26.14747299,91.72804914,687,cycle,low,2,0,19-11-2016 09:31
6043,BHMNCPHST01,1200,26.14001386,91.73099967,218,car,low,2,0,19-11-2016 09:31
15227,Others-CCCPS8,1322,26.14754886,91.72799519,424,truck,low,2,0,19-11-2016 09:31
16539,Others-CCCPS98,3103,26.14749998,91.72797778,470,car,low,2,0,19-11-2016 09:31
12603,Others-CCCPS135a,3883,26.14749943,91.72800489,989,truck,low,3,0,19-11-2016 09:31
17851,Shopping,1920,26.15050395,91.73353109,537,car,low,2,0,19-11-2016 09:31
3419,BHMEURBRD01,470,26.14901995,91.7395035,69,car,low,1,0,19-11-2016 09:31
13915,Others-CCCPS202,2937,26.14749053,91.72799688,499,car,average,3,0,19-11-2016 09:31
2107,BHMBCCTHL01,387,26.14449459,91.73620513,200,car,low,2,0,19-11-2016 09:31
8667,Broad Street,690,26.13795775,91.74099445,108,car,low,2,0,19-11-2016 09:31
7355,BHMNCPNST01,485,26.14004753,91.73097233,191,car,low,2,0,19-11-2016 09:31
795,BHMBCCMKT01,577,26.14453614,91.73617216,102,truck,low,2,0,19-11-2016 09:31
4731,BHMMBMMBX01,687,20.0000347,78.00000286,263,car,low,2,0,19-11-2016 09:31
11291,Others-CCCPS119a,2803,26.14754061,91.72797041,216,bike,low,2,0,19-11-2016 09:31
15228,Others-CCCPS8,1322,26.14754886,91.72799519,510,bike,average,4,0,19-11-2016 10:04
8668,Broad Street,690,26.13795775,91.74099445,133,car,low,3,0,19-11-2016 10:04
2108,BHMBCCTHL01,387,26.14449459,91.73620513,257,car,low,3,0,19-11-2016 10:04
17852,Shopping,1920,26.15050395,91.73353109,630,cycle,low,3,0,19-11-2016 10:04
11292,Others-CCCPS119a,2803,26.14754061,91.72797041,290,truck,low,3,0,19-11-2016 10:04
3420,BHMEURBRD01,470,26.14901995,91.7395035,91,cycle,low,2,0,19-11-2016 10:04
6044,BHMNCPHST01,1200,26.14001386,91.73099967,266,car,low,3,0,19-11-2016 10:04
12604,Others-CCCPS135a,3883,26.14749943,91.72800489,1150,car,low,4,0,19-11-2016 10:04
9980,Others-CCCPS105a,2009,26.14747299,91.72804914,802,car,low,3,0,19-11-2016 10:04
796,BHMBCCMKT01,577,26.14453614,91.73617216,152,car,low,3,0,19-11-2016 10:04
7356,BHMNCPNST01,485,26.14004753,91.73097233,194,car,low,3,0,19-11-2016 10:04
16540,Others-CCCPS98,3103,26.14749998,91.72797778,519,bike,low,3,0,19-11-2016 10:04
4732,BHMMBMMBX01,687,20.0000347,78.00000286,292,car,low,3,0,19-11-2016 10:04
13916,Others-CCCPS202,2937,26.14749053,91.72799688,581,car,low,2,0,19-11-2016 10:04
4733,BHMMBMMBX01,687,20.0000347,78.00000286,309,truck,average,4,0,19-11-2016 10:31
6045,BHMNCPHST01,1200,26.14001386,91.73099967,309,car,high,5,0,19-11-2016 10:31
9981,Others-CCCPS105a,2009,26.14747299,91.72804914,876,car,average,4,0,19-11-2016 10:31
3421,BHMEURBRD01,470,26.14901995,91.7395035,107,car,average,3,0,19-11-2016 10:31
13917,Others-CCCPS202,2937,26.14749053,91.72799688,643,bike,average,4,0,19-11-2016 10:31
16541,Others-CCCPS98,3103,26.14749998,91.72797778,569,car,average,5,0,19-11-2016 10:31
797,BHMBCCMKT01,577,26.14453614,91.73617216,196,cycle,average,4,0,19-11-2016 10:31
8669,Broad Street,690,26.13795775,91.74099445,145,bike,average,4,0,19-11-2016 10:31
11293,Others-CCCPS119a,2803,26.14754061,91.72797041,342,car,average,4,0,19-11-2016 10:31
17853,Shopping,1920,26.15050395,91.73353109,717,cycle,average,4,0,19-11-2016 10:31
7357,BHMNCPNST01,485,26.14004753,91.73097233,208,bike,average,3,0,19-11-2016 10:31
2109,BHMBCCTHL01,387,26.14449459,91.73620513,290,truck,average,4,0,19-11-2016 10:31
12605,Others-CCCPS135a,3883,26.14749943,91.72800489,1285,car,average,5,0,19-11-2016 10:31
15229,Others-CCCPS8,1322,26.14754886,91.72799519,567,bike,average,4,0,19-11-2016 10:31
13918,Others-CCCPS202,2937,26.14749053,91.72799688,727,bike,average,5,0,19-11-2016 10:58
11294,Others-CCCPS119a,2803,26.14754061,91.72797041,400,bike,average,3,0,19-11-2016 10:58
4734,BHMMBMMBX01,687,20.0000347,78.00000286,316,cycle,average,4,0,19-11-2016 10:58
12606,Others-CCCPS135a,3883,26.14749943,91.72800489,1425,car,average,5,0,19-11-2016 10:58
798,BHMBCCMKT01,577,26.14453614,91.73617216,235,bike,high,5,0,19-11-2016 10:58
2110,BHMBCCTHL01,387,26.14449459,91.73620513,331,car,high,5,0,19-11-2016 10:58
8670,Broad Street,690,26.13795775,91.74099445,172,bike,average,4,0,19-11-2016 10:58
7358,BHMNCPNST01,485,26.14004753,91.73097233,224,car,average,3,0,19-11-2016 10:58
9982,Others-CCCPS105a,2009,26.14747299,91.72804914,950,truck,high,7,0,19-11-2016 10:58
17854,Shopping,1920,26.15050395,91.73353109,782,bike,average,5,0,19-11-2016 10:58
6046,BHMNCPHST01,1200,26.14001386,91.73099967,338,car,average,4,0,19-11-2016 10:58
3422,BHMEURBRD01,470,26.14901995,91.7395035,132,car,average,3,0,19-11-2016 10:58
16542,Others-CCCPS98,3103,26.14749998,91.72797778,609,bike,high,6,0,19-11-2016 10:58
15230,Others-CCCPS8,1322,26.14754886,91.72799519,634,truck,average,4,0,19-11-2016 10:58
9983,Others-CCCPS105a,2009,26.14747299,91.72804914,1071,car,average,6,0,19-11-2016 11:31
16543,Others-CCCPS98,3103,26.14749998,91.72797778,689,car,average,5,0,19-11-2016 11:31
11295,Others-CCCPS119a,2803,26.14754061,91.72797041,479,car,average,5,0,19-11-2016 11:31
